customer_id,total_revenue,total_transactions,total_quantity,avg_transaction_value,customer_segment,frequency_group
sma1zq85,5.86,1,2,5.86,Medium Value,One-time (1)
izedih68,5.86,1,2,5.86,Medium Value,One-time (1)
2ha2evql,5.86,1,2,5.86,Medium Value,One-time (1)
bnjfzldd,5.86,1,2,5.86,Medium Value,One-time (1)
qdtu6sge,5.86,1,2,5.86,Medium Value,One-time (1)
gzn2acgv,5.86,1,2,5.86,Medium Value,One-time (1)
gcf9euke,5.86,1,2,5.86,Medium Value,One-time (1)
hmj5gr7p,5.86,1,1,5.86,Medium Value,One-time (1)
o5urtxuy,5.86,1,2,5.86,Medium Value,One-time (1)
vjcvdozl,5.86,1,2,5.86,Medium Value,One-time (1)
5n23fh2b,5.86,1,2,5.86,Medium Value,One-time (1)
aad886ii,5.86,1,2,5.86,Medium Value,One-time (1)
mf6p10ge,5.86,1,2,5.86,Medium Value,One-time (1)
q68sty5h,5.86,1,2,5.86,Medium Value,One-time (1)
53ayeqah,5.86,1,2,5.86,Medium Value,One-time (1)
arye5tuz,5.86,1,2,5.86,Medium Value,One-time (1)
mqqt9go4,5.86,1,2,5.86,Medium Value,One-time (1)
o7m0ryjj,5.86,1,2,5.86,Medium Value,One-time (1)
3bq8zgaa,5.86,1,2,5.86,Medium Value,One-time (1)
mu4q83wi,5.85,1,1,5.85,Medium Value,One-time (1)
24kskmlt,5.85,1,1,5.85,Medium Value,One-time (1)
twd1xmxb,5.85,2,2,2.925,Medium Value,Occasional (2-3)
k9qm3p91,5.84,1,2,5.84,Medium Value,One-time (1)
c0mhb3hp,5.84,1,2,5.84,Medium Value,One-time (1)
etvd26wo,5.84,1,2,5.84,Medium Value,One-time (1)
eh0d3whr,5.84,1,2,5.84,Medium Value,One-time (1)
tylavzme,5.84,2,2,2.92,Medium Value,Occasional (2-3)
b7qpizj8,5.84,1,2,5.84,Medium Value,One-time (1)
2cfltrm1,5.84,1,2,5.84,Medium Value,One-time (1)
y8sk7k0h,5.84,1,2,5.84,Medium Value,One-time (1)
ibi9uxi5,5.84,1,2,5.84,Medium Value,One-time (1)
s5liuhpi,5.84,1,2,5.84,Medium Value,One-time (1)
3djsdoks,5.84,1,2,5.84,Medium Value,One-time (1)
7qw5w260,5.84,1,2,5.84,Medium Value,One-time (1)
zj5kbiir,5.84,1,2,5.84,Medium Value,One-time (1)
wz512k5w,5.84,1,2,5.84,Medium Value,One-time (1)
mku9eoud,5.84,1,2,5.84,Medium Value,One-time (1)
ohsv8dn9,5.84,1,2,5.84,Medium Value,One-time (1)
jzlpnc4b,5.84,1,2,5.84,Medium Value,One-time (1)
7lpif4kx,5.84,1,2,5.84,Medium Value,One-time (1)
7v1qsa11,5.84,1,2,5.84,Medium Value,One-time (1)
t3i9jb5a,5.84,1,2,5.84,Medium Value,One-time (1)
2hqrclwa,5.84,1,2,5.84,Medium Value,One-time (1)
4tkb9oi0,5.84,2,2,2.92,Medium Value,Occasional (2-3)
avnxcyly,5.83,1,1,5.83,Medium Value,One-time (1)
k1eqbnus,5.83,1,2,5.83,Medium Value,One-time (1)
52qay8fw,5.82,1,2,5.82,Medium Value,One-time (1)
9kkh4a3y,5.82,1,1,5.82,Medium Value,One-time (1)
c4240t3r,5.82,1,1,5.82,Medium Value,One-time (1)
hu7difz5,5.82,1,1,5.82,Medium Value,One-time (1)
x0r99lcq,5.82,1,1,5.82,Medium Value,One-time (1)
gzfmyuop,5.82,1,3,5.82,Medium Value,One-time (1)
1otkzh4o,5.82,1,1,5.82,Medium Value,One-time (1)
8qrqaxlb,5.82,1,2,5.82,Medium Value,One-time (1)
sv82crg7,5.82,1,1,5.82,Medium Value,One-time (1)
207fmfno,5.82,1,1,5.82,Medium Value,One-time (1)
y392shmg,5.82,1,2,5.82,Medium Value,One-time (1)
1hrt8y0z,5.82,1,1,5.82,Medium Value,One-time (1)
grcziq8f,5.82,1,2,5.82,Medium Value,One-time (1)
8cxcj1tr,5.82,1,2,5.82,Medium Value,One-time (1)
cyiyt267,5.82,1,1,5.82,Medium Value,One-time (1)
77nei598,5.82,1,2,5.82,Medium Value,One-time (1)
v9yx7zxo,5.82,1,2,5.82,Medium Value,One-time (1)
te07vr3k,5.82,1,1,5.82,Medium Value,One-time (1)
jlazz3qm,5.82,1,2,5.82,Medium Value,One-time (1)
w1o8icwa,5.82,1,1,5.82,Medium Value,One-time (1)
lckz3vwl,5.82,1,2,5.82,Medium Value,One-time (1)
tvozd0ji,5.82,1,2,5.82,Medium Value,One-time (1)
rzim0tqw,5.82,1,2,5.82,Medium Value,One-time (1)
2tdxyx45,5.82,1,2,5.82,Medium Value,One-time (1)
ws7bwpy5,5.82,1,1,5.82,Medium Value,One-time (1)
0s2miryr,5.82,1,1,5.82,Medium Value,One-time (1)
mrbv2iie,5.81,1,2,5.81,Medium Value,One-time (1)
z3ketvbw,5.81,1,2,5.81,Medium Value,One-time (1)
gss8k5ij,5.81,1,1,5.81,Medium Value,One-time (1)
rs80bocn,5.81,1,1,5.81,Medium Value,One-time (1)
cpieetmf,5.81,1,2,5.81,Medium Value,One-time (1)
0tkco607,5.81,1,1,5.81,Medium Value,One-time (1)
yjfmo2nc,5.81,1,1,5.81,Medium Value,One-time (1)
npaqseye,5.81,1,1,5.81,Medium Value,One-time (1)
tylb4f6u,5.8,1,1,5.8,Medium Value,One-time (1)
ooc85brw,5.8,1,2,5.8,Medium Value,One-time (1)
p7xuj7eq,5.8,1,2,5.8,Medium Value,One-time (1)
e3tx8f1r,5.8,1,2,5.8,Medium Value,One-time (1)
fj9zfz2h,5.8,1,1,5.8,Medium Value,One-time (1)
1pzmn20y,5.8,1,1,5.8,Medium Value,One-time (1)
fv8z56mx,5.8,1,2,5.8,Medium Value,One-time (1)
8ujwurnt,5.8,1,1,5.8,Medium Value,One-time (1)
ss24ue75,5.8,1,2,5.8,Medium Value,One-time (1)
jnos1fvk,5.8,1,2,5.8,Medium Value,One-time (1)
xz3adhf0,5.8,1,2,5.8,Medium Value,One-time (1)
1b6k16le,5.8,1,1,5.8,Medium Value,One-time (1)
jksl66um,5.8,1,2,5.8,Medium Value,One-time (1)
va02dz61,5.8,1,2,5.8,Medium Value,One-time (1)
hyoy0wgp,5.8,1,1,5.8,Medium Value,One-time (1)
076b9ks1,5.8,1,2,5.8,Medium Value,One-time (1)
tafbuabz,5.8,1,1,5.8,Medium Value,One-time (1)
j3d56jlh,5.8,1,1,5.8,Medium Value,One-time (1)
hhdi8qmv,5.8,1,2,5.8,Medium Value,One-time (1)
h8sc19nx,5.8,1,2,5.8,Medium Value,One-time (1)
ln75ndtm,5.8,1,1,5.8,Medium Value,One-time (1)
3pc14pyk,5.8,1,2,5.8,Medium Value,One-time (1)
jxhq358p,5.8,1,1,5.8,Medium Value,One-time (1)
wnfm9s2e,5.8,1,1,5.8,Medium Value,One-time (1)
vy26jhg0,5.8,1,1,5.8,Medium Value,One-time (1)
ckpfxzwl,5.8,1,1,5.8,Medium Value,One-time (1)
nb4gh2m5,5.8,1,1,5.8,Medium Value,One-time (1)
mhutr72n,5.8,1,1,5.8,Medium Value,One-time (1)
r7eftsql,5.8,1,1,5.8,Medium Value,One-time (1)
gtvr5b1r,5.8,1,1,5.8,Medium Value,One-time (1)
bvr0405o,5.8,1,1,5.8,Medium Value,One-time (1)
ud99xro3,5.8,2,2,2.9,Medium Value,Occasional (2-3)
yzia6io1,5.8,1,2,5.8,Medium Value,One-time (1)
bwcck03x,5.8,1,1,5.8,Medium Value,One-time (1)
otuhfvc2,5.8,1,1,5.8,Medium Value,One-time (1)
8icyhfs5,5.8,1,2,5.8,Medium Value,One-time (1)
2pay5xg1,5.8,1,1,5.8,Medium Value,One-time (1)
ey96h8tq,5.8,1,1,5.8,Medium Value,One-time (1)
4hxxpw2g,5.79,2,2,2.895,Medium Value,Occasional (2-3)
krizwgbc,5.76,1,1,5.76,Medium Value,One-time (1)
2cq34dhc,5.76,1,1,5.76,Medium Value,One-time (1)
ftvnqe7p,5.76,1,1,5.76,Medium Value,One-time (1)
bsepr1b2,5.76,1,1,5.76,Medium Value,One-time (1)
gtntxlrz,5.76,1,1,5.76,Medium Value,One-time (1)
6luxj1b9,5.76,1,2,5.76,Medium Value,One-time (1)
88d2cqql,5.76,1,1,5.76,Medium Value,One-time (1)
xrxw3gtn,5.76,1,2,5.76,Medium Value,One-time (1)
ry37i905,5.76,1,2,5.76,Medium Value,One-time (1)
mpheboi2,5.76,1,2,5.76,Medium Value,One-time (1)
hq5wj0nn,5.76,1,1,5.76,Medium Value,One-time (1)
iquwrxze,5.76,2,2,2.88,Medium Value,Occasional (2-3)
0u51zmfs,5.76,1,1,5.76,Medium Value,One-time (1)
y72j69vh,5.76,1,2,5.76,Medium Value,One-time (1)
c8x9jmhx,5.76,1,1,5.76,Medium Value,One-time (1)
dl5185a7,5.76,1,1,5.76,Medium Value,One-time (1)
64pwgtbg,5.76,1,1,5.76,Medium Value,One-time (1)
zlr9gged,5.76,1,2,5.76,Medium Value,One-time (1)
77pgr17g,5.76,1,2,5.76,Medium Value,One-time (1)
tq0odja6,5.76,1,2,5.76,Medium Value,One-time (1)
57964y45,5.76,1,1,5.76,Medium Value,One-time (1)
adfeqt8p,5.76,1,2,5.76,Medium Value,One-time (1)
153vqowm,5.76,1,1,5.76,Medium Value,One-time (1)
g26juld8,5.76,1,1,5.76,Medium Value,One-time (1)
tg7azekl,5.76,1,1,5.76,Medium Value,One-time (1)
9me321ly,5.76,1,2,5.76,Medium Value,One-time (1)
qjh75rk4,5.76,1,1,5.76,Medium Value,One-time (1)
zh0fqyyx,5.76,1,1,5.76,Medium Value,One-time (1)
muusqs2e,5.76,1,2,5.76,Medium Value,One-time (1)
s8ichyuz,5.76,1,1,5.76,Medium Value,One-time (1)
t5erden8,5.76,1,2,5.76,Medium Value,One-time (1)
gvrezkjj,5.76,1,2,5.76,Medium Value,One-time (1)
5u0phllz,5.76,1,1,5.76,Medium Value,One-time (1)
rcn55m6k,5.76,1,1,5.76,Medium Value,One-time (1)
x2cz6dkj,5.76,1,1,5.76,Medium Value,One-time (1)
gbqwhgt4,5.76,1,1,5.76,Medium Value,One-time (1)
jmxxlepl,5.76,1,1,5.76,Medium Value,One-time (1)
t7s2k55f,5.76,1,2,5.76,Medium Value,One-time (1)
lg3vo0y6,5.76,1,1,5.76,Medium Value,One-time (1)
kzhfq160,5.76,1,1,5.76,Medium Value,One-time (1)
9jpnbzug,5.76,1,2,5.76,Medium Value,One-time (1)
d5o2g2n0,5.75,1,1,5.75,Medium Value,One-time (1)
ujlcca7u,5.75,1,1,5.75,Medium Value,One-time (1)
y43ppw5g,5.75,1,1,5.75,Medium Value,One-time (1)
9t73bikz,5.75,1,3,5.75,Medium Value,One-time (1)
da9icsrv,5.75,1,1,5.75,Medium Value,One-time (1)
pgvqmvtt,5.75,1,1,5.75,Medium Value,One-time (1)
q0b8ihoy,5.75,1,1,5.75,Medium Value,One-time (1)
cy0jn855,5.75,1,1,5.75,Medium Value,One-time (1)
4oyverpn,5.75,1,1,5.75,Medium Value,One-time (1)
79l2d9ho,5.75,1,1,5.75,Medium Value,One-time (1)
i3ngfdss,5.75,1,1,5.75,Medium Value,One-time (1)
8ofz5y6f,5.75,1,1,5.75,Medium Value,One-time (1)
9ax0xn7e,5.75,1,1,5.75,Medium Value,One-time (1)
m6djolu7,5.75,1,1,5.75,Medium Value,One-time (1)
blce5vh6,5.75,1,1,5.75,Medium Value,One-time (1)
og8u5v37,5.74,1,1,5.74,Medium Value,One-time (1)
4sx39goh,5.74,1,1,5.74,Medium Value,One-time (1)
mzwwhz35,5.74,1,2,5.74,Medium Value,One-time (1)
umuw8l6h,5.74,1,2,5.74,Medium Value,One-time (1)
5cjy1mcs,5.74,1,1,5.74,Medium Value,One-time (1)
kqx4tfvl,5.74,1,2,5.74,Medium Value,One-time (1)
7b65dx5f,5.74,1,2,5.74,Medium Value,One-time (1)
oavd4jat,5.74,1,1,5.74,Medium Value,One-time (1)
drydhswj,5.74,1,2,5.74,Medium Value,One-time (1)
yera1bj6,5.74,1,1,5.74,Medium Value,One-time (1)
pzqbhkm9,5.74,1,1,5.74,Medium Value,One-time (1)
kckw1qv1,5.73,1,1,5.73,Medium Value,One-time (1)
w9vb0wa3,5.72,1,1,5.72,Medium Value,One-time (1)
k4473exs,5.72,1,1,5.72,Medium Value,One-time (1)
i468n5s7,5.72,1,1,5.72,Medium Value,One-time (1)
aom3t5ws,5.72,1,1,5.72,Medium Value,One-time (1)
pceo934t,5.72,1,1,5.72,Medium Value,One-time (1)
7xm6sl3u,5.72,1,1,5.72,Medium Value,One-time (1)
79fh1isd,5.72,1,1,5.72,Medium Value,One-time (1)
yjdmzy79,5.72,1,2,5.72,Medium Value,One-time (1)
c59idko2,5.72,1,1,5.72,Medium Value,One-time (1)
9eo741r9,5.72,1,1,5.72,Medium Value,One-time (1)
p2480fzp,5.72,1,3,5.72,Medium Value,One-time (1)
9kn9g0qb,5.72,1,1,5.72,Medium Value,One-time (1)
98gu7zkl,5.72,1,1,5.72,Medium Value,One-time (1)
tnnd08un,5.72,1,1,5.72,Medium Value,One-time (1)
22v0gw77,5.72,1,2,5.72,Medium Value,One-time (1)
ve4izdd8,5.72,1,3,5.72,Medium Value,One-time (1)
x63558a2,5.72,1,1,5.72,Medium Value,One-time (1)
s7fjratd,5.72,1,2,5.72,Medium Value,One-time (1)
158a5i6f,5.72,1,1,5.72,Medium Value,One-time (1)
utx4gk1g,5.72,1,1,5.72,Medium Value,One-time (1)
rerq0s9g,5.72,1,1,5.72,Medium Value,One-time (1)
6usaypx4,5.72,1,1,5.72,Medium Value,One-time (1)
l3horzm2,5.72,1,2,5.72,Medium Value,One-time (1)
unqktxs3,5.72,1,1,5.72,Medium Value,One-time (1)
c22nlgfe,5.72,1,2,5.72,Medium Value,One-time (1)
wonn7kyx,5.72,1,2,5.72,Medium Value,One-time (1)
9cu9quu0,5.72,1,1,5.72,Medium Value,One-time (1)
0j1tiykd,5.72,1,1,5.72,Medium Value,One-time (1)
guvw1nul,5.71,1,1,5.71,Medium Value,One-time (1)
7oolukyo,5.71,1,3,5.71,Medium Value,One-time (1)
nq7vy7ei,5.7,1,1,5.7,Medium Value,One-time (1)
2dtwf1gr,5.7,1,3,5.7,Medium Value,One-time (1)
hzcb3i4r,5.7,1,2,5.7,Medium Value,One-time (1)
wrxd56fv,5.7,1,2,5.7,Medium Value,One-time (1)
bec41rn9,5.7,2,2,2.85,Medium Value,Occasional (2-3)
s5osjv5c,5.7,1,1,5.7,Medium Value,One-time (1)
r3fbf23p,5.7,1,2,5.7,Medium Value,One-time (1)
flb7wxru,5.7,1,2,5.7,Medium Value,One-time (1)
1o3naz5e,5.7,1,1,5.7,Medium Value,One-time (1)
ghm56vu6,5.7,1,2,5.7,Medium Value,One-time (1)
w6p5h5no,5.7,1,1,5.7,Medium Value,One-time (1)
vjeifc1u,5.7,1,2,5.7,Medium Value,One-time (1)
h8mxq28v,5.7,1,2,5.7,Medium Value,One-time (1)
y0cl3cie,5.7,1,1,5.7,Medium Value,One-time (1)
4tkvv7pg,5.7,1,1,5.7,Medium Value,One-time (1)
73hb6uss,5.7,1,2,5.7,Medium Value,One-time (1)
flc7uzia,5.7,1,1,5.7,Medium Value,One-time (1)
4u73xvax,5.7,1,1,5.7,Medium Value,One-time (1)
y0uncbzi,5.7,1,2,5.7,Medium Value,One-time (1)
rfaju08h,5.7,1,2,5.7,Medium Value,One-time (1)
wtjp9hzv,5.7,1,1,5.7,Medium Value,One-time (1)
xphh7t7b,5.7,1,1,5.7,Medium Value,One-time (1)
nbwgkisx,5.7,1,3,5.7,Medium Value,One-time (1)
s0m0t6s6,5.7,1,2,5.7,Medium Value,One-time (1)
aydvswu0,5.7,1,1,5.7,Medium Value,One-time (1)
4nw39and,5.7,1,1,5.7,Medium Value,One-time (1)
ruk2anmq,5.7,1,1,5.7,Medium Value,One-time (1)
7gcg85s0,5.7,1,1,5.7,Medium Value,One-time (1)
zdfbri65,5.7,1,2,5.7,Medium Value,One-time (1)
dhuj4et7,5.7,1,3,5.7,Medium Value,One-time (1)
fdyflimr,5.7,1,1,5.7,Medium Value,One-time (1)
jks7th1e,5.7,1,2,5.7,Medium Value,One-time (1)
l38t67gr,5.7,1,2,5.7,Medium Value,One-time (1)
5ty18ji2,5.7,1,1,5.7,Medium Value,One-time (1)
tvsrj7m9,5.7,1,1,5.7,Medium Value,One-time (1)
ou0lbbm6,5.7,1,1,5.7,Medium Value,One-time (1)
3eyyljdp,5.7,1,2,5.7,Medium Value,One-time (1)
8lj20vkm,5.7,1,1,5.7,Medium Value,One-time (1)
p1fbuj6v,5.7,1,2,5.7,Medium Value,One-time (1)
6gtilyt9,5.7,1,1,5.7,Medium Value,One-time (1)
y6mn4ptx,5.7,1,2,5.7,Medium Value,One-time (1)
sf1jzulj,5.7,1,2,5.7,Medium Value,One-time (1)
mug7naf9,5.7,1,1,5.7,Medium Value,One-time (1)
ddpacd8l,5.7,1,2,5.7,Medium Value,One-time (1)
f8zvkz6u,5.7,1,2,5.7,Medium Value,One-time (1)
3lwe79px,5.7,1,3,5.7,Medium Value,One-time (1)
u12l6udy,5.7,1,2,5.7,Medium Value,One-time (1)
3slt66zx,5.7,1,2,5.7,Medium Value,One-time (1)
jjxkf5uu,5.7,1,2,5.7,Medium Value,One-time (1)
k75rg9mt,5.7,1,3,5.7,Medium Value,One-time (1)
qen0kacz,5.7,1,1,5.7,Medium Value,One-time (1)
tps9mrz9,5.7,1,1,5.7,Medium Value,One-time (1)
qgv1tpy7,5.7,1,2,5.7,Medium Value,One-time (1)
6oll869b,5.7,1,2,5.7,Medium Value,One-time (1)
stklgr83,5.7,1,1,5.7,Medium Value,One-time (1)
on439er2,5.7,1,1,5.7,Medium Value,One-time (1)
vdhr59c8,5.7,1,1,5.7,Medium Value,One-time (1)
suh89dsr,5.7,1,3,5.7,Medium Value,One-time (1)
msqma3un,5.7,1,2,5.7,Medium Value,One-time (1)
36cbpsl5,5.7,1,1,5.7,Medium Value,One-time (1)
9hwt1z9o,5.7,1,1,5.7,Medium Value,One-time (1)
38g8kbkk,5.7,1,1,5.7,Medium Value,One-time (1)
ttargxfn,5.7,1,2,5.7,Medium Value,One-time (1)
qdzyut1h,5.7,1,2,5.7,Medium Value,One-time (1)
jjy4mzvm,5.699999999999999,2,2,2.8499999999999996,Medium Value,Occasional (2-3)
zje2st3v,5.68,1,2,5.68,Medium Value,One-time (1)
l8rsbcse,5.68,1,1,5.68,Medium Value,One-time (1)
dsz3mw54,5.68,1,2,5.68,Medium Value,One-time (1)
0m9wug67,5.68,1,2,5.68,Medium Value,One-time (1)
h3t63xjk,5.68,1,2,5.68,Medium Value,One-time (1)
760rs6c4,5.68,2,2,2.84,Medium Value,Occasional (2-3)
kc9xl93u,5.68,1,1,5.68,Medium Value,One-time (1)
24gqlmz1,5.68,1,2,5.68,Medium Value,One-time (1)
ln4x3r7h,5.68,1,2,5.68,Medium Value,One-time (1)
v0c0vja6,5.68,1,1,5.68,Medium Value,One-time (1)
4zhthkqr,5.68,1,2,5.68,Medium Value,One-time (1)
2d0nx5wt,5.67,1,1,5.67,Medium Value,One-time (1)
da99wjs1,5.67,1,1,5.67,Medium Value,One-time (1)
9kqnaps1,5.67,1,1,5.67,Medium Value,One-time (1)
2qpi0s7d,5.67,1,1,5.67,Medium Value,One-time (1)
xfndt4tk,5.66,1,2,5.66,Medium Value,One-time (1)
ann35zlq,5.66,1,2,5.66,Medium Value,One-time (1)
qlld0n53,5.66,1,2,5.66,Medium Value,One-time (1)
r7eqs3an,5.66,1,2,5.66,Medium Value,One-time (1)
hukwqvr1,5.66,2,2,2.83,Medium Value,Occasional (2-3)
kp79yio0,5.66,1,2,5.66,Medium Value,One-time (1)
lpvowcp7,5.66,1,2,5.66,Medium Value,One-time (1)
623n3p6u,5.66,1,2,5.66,Medium Value,One-time (1)
he0qh1xj,5.66,1,2,5.66,Medium Value,One-time (1)
n5xefbjn,5.66,1,2,5.66,Medium Value,One-time (1)
6907fbcb,5.66,1,2,5.66,Medium Value,One-time (1)
wqv3ymhu,5.66,1,2,5.66,Medium Value,One-time (1)
hd268anj,5.66,1,2,5.66,Medium Value,One-time (1)
1zaq7qha,5.66,1,2,5.66,Medium Value,One-time (1)
s3ps2dx9,5.66,1,2,5.66,Medium Value,One-time (1)
jdy3zeri,5.66,1,2,5.66,Medium Value,One-time (1)
ff9p3lcf,5.66,1,2,5.66,Medium Value,One-time (1)
jyspthov,5.66,1,1,5.66,Medium Value,One-time (1)
zkl5thhh,5.66,1,2,5.66,Medium Value,One-time (1)
k08k02ma,5.66,1,2,5.66,Medium Value,One-time (1)
1lz2jxo0,5.66,1,2,5.66,Medium Value,One-time (1)
e6gispgs,5.66,1,2,5.66,Medium Value,One-time (1)
jkksffqn,5.65,1,2,5.65,Medium Value,One-time (1)
nfsl5l8k,5.65,1,2,5.65,Medium Value,One-time (1)
wky40byq,5.64,1,2,5.64,Medium Value,One-time (1)
n8z6bpg7,5.64,1,2,5.64,Medium Value,One-time (1)
lrur1y48,5.64,1,2,5.64,Medium Value,One-time (1)
hhtfggms,5.64,1,2,5.64,Medium Value,One-time (1)
3met8nkl,5.64,1,1,5.64,Medium Value,One-time (1)
nxhemrnk,5.64,1,1,5.64,Medium Value,One-time (1)
8wzjssgu,5.64,1,1,5.64,Medium Value,One-time (1)
6c79xwwd,5.64,1,1,5.64,Medium Value,One-time (1)
nyyvfonb,5.64,1,1,5.64,Medium Value,One-time (1)
lde1gzrb,5.64,1,1,5.64,Medium Value,One-time (1)
q7jbmjm1,5.64,1,1,5.64,Medium Value,One-time (1)
r6h1cagh,5.64,1,3,5.64,Medium Value,One-time (1)
xqi7kr54,5.64,1,2,5.64,Medium Value,One-time (1)
u6bx0mfr,5.64,1,1,5.64,Medium Value,One-time (1)
o7ngm4du,5.64,1,1,5.64,Medium Value,One-time (1)
exqnwq0k,5.64,1,1,5.64,Medium Value,One-time (1)
jhvj5zvx,5.64,1,2,5.64,Medium Value,One-time (1)
hpx9bq4y,5.64,1,1,5.64,Medium Value,One-time (1)
e5ssb04t,5.64,1,2,5.64,Medium Value,One-time (1)
cy7dh7ty,5.64,1,2,5.64,Medium Value,One-time (1)
vs9c1xn4,5.64,1,1,5.64,Medium Value,One-time (1)
g3bg0e74,5.64,1,2,5.64,Medium Value,One-time (1)
nupf529s,5.64,1,2,5.64,Medium Value,One-time (1)
hivbw25n,5.64,1,2,5.64,Medium Value,One-time (1)
ww0cqak6,5.64,1,1,5.64,Medium Value,One-time (1)
p5gbvavm,5.64,1,2,5.64,Medium Value,One-time (1)
kquflzsn,5.64,1,2,5.64,Medium Value,One-time (1)
8oejtdwc,5.64,1,1,5.64,Medium Value,One-time (1)
6nlqe5ft,5.64,1,2,5.64,Medium Value,One-time (1)
8zpzllc4,5.64,1,2,5.64,Medium Value,One-time (1)
leyy2yo2,5.64,1,1,5.64,Medium Value,One-time (1)
twt2i9ow,5.64,1,2,5.64,Medium Value,One-time (1)
di21xcbb,5.64,1,2,5.64,Medium Value,One-time (1)
07oxoc4p,5.64,1,1,5.64,Medium Value,One-time (1)
d0gnhy78,5.64,1,1,5.64,Medium Value,One-time (1)
buekhbvo,5.64,1,3,5.64,Medium Value,One-time (1)
x1n61ihx,5.63,1,1,5.63,Medium Value,One-time (1)
3w5uzbik,5.63,1,2,5.63,Medium Value,One-time (1)
i8mjdavo,5.63,1,1,5.63,Medium Value,One-time (1)
rxwspucm,5.63,1,1,5.63,Medium Value,One-time (1)
588gy1rf,5.63,1,1,5.63,Medium Value,One-time (1)
hqky9r0a,5.63,1,1,5.63,Medium Value,One-time (1)
u6dj0qpi,5.63,1,1,5.63,Medium Value,One-time (1)
9pyf24w2,5.63,1,2,5.63,Medium Value,One-time (1)
b9wcf7e2,5.63,1,1,5.63,Medium Value,One-time (1)
8upvrd1p,5.63,1,1,5.63,Medium Value,One-time (1)
jn3sqdw0,5.63,1,1,5.63,Medium Value,One-time (1)
lj27pd21,5.63,1,1,5.63,Medium Value,One-time (1)
s25c8yq4,5.63,1,1,5.63,Medium Value,One-time (1)
r24bf1j1,5.63,1,1,5.63,Medium Value,One-time (1)
hg423r4c,5.63,1,1,5.63,Medium Value,One-time (1)
hxcq8jr2,5.63,1,1,5.63,Medium Value,One-time (1)
7uvzpvzq,5.63,1,1,5.63,Medium Value,One-time (1)
6na29lir,5.63,1,1,5.63,Medium Value,One-time (1)
bm0f4zcp,5.63,1,1,5.63,Medium Value,One-time (1)
qxuoo3jg,5.63,1,1,5.63,Medium Value,One-time (1)
xz1iewg7,5.63,1,1,5.63,Medium Value,One-time (1)
pf4lxg0a,5.62,1,1,5.62,Medium Value,One-time (1)
zslguh99,5.62,1,1,5.62,Medium Value,One-time (1)
ml0xdatr,5.62,1,1,5.62,Medium Value,One-time (1)
ha162lu3,5.62,1,1,5.62,Medium Value,One-time (1)
12vmridf,5.62,1,1,5.62,Medium Value,One-time (1)
4kjekc1j,5.62,1,1,5.62,Medium Value,One-time (1)
kjeys396,5.62,1,2,5.62,Medium Value,One-time (1)
sgfpb2rh,5.62,1,1,5.62,Medium Value,One-time (1)
rau5d6to,5.62,1,1,5.62,Medium Value,One-time (1)
bzdfb6m1,5.62,1,2,5.62,Medium Value,One-time (1)
s5la1pca,5.62,1,1,5.62,Medium Value,One-time (1)
bcvnnkwe,5.62,1,1,5.62,Medium Value,One-time (1)
eso838bb,5.62,1,1,5.62,Medium Value,One-time (1)
spqhmx56,5.62,1,1,5.62,Medium Value,One-time (1)
uit4e4oc,5.62,1,1,5.62,Medium Value,One-time (1)
onvab9fh,5.62,1,1,5.62,Medium Value,One-time (1)
02v3xwk3,5.62,1,2,5.62,Medium Value,One-time (1)
49v8afno,5.62,1,1,5.62,Medium Value,One-time (1)
qqf3nap6,5.62,1,1,5.62,Medium Value,One-time (1)
s0cvqa2y,5.62,1,1,5.62,Medium Value,One-time (1)
f3ykmvls,5.62,1,2,5.62,Medium Value,One-time (1)
la1pj0jg,5.62,1,1,5.62,Medium Value,One-time (1)
xmj79j7h,5.62,1,2,5.62,Medium Value,One-time (1)
fvb71ghl,5.62,1,1,5.62,Medium Value,One-time (1)
yzbiw981,5.62,1,1,5.62,Medium Value,One-time (1)
22rtbg6w,5.62,1,2,5.62,Medium Value,One-time (1)
4saymi8t,5.62,1,1,5.62,Medium Value,One-time (1)
6vl133jb,5.62,1,1,5.62,Medium Value,One-time (1)
nuu1yw17,5.62,1,2,5.62,Medium Value,One-time (1)
2yh5000o,5.62,1,1,5.62,Medium Value,One-time (1)
xf02hel3,5.62,1,1,5.62,Medium Value,One-time (1)
fng4sk2r,5.62,1,1,5.62,Medium Value,One-time (1)
hxdhczyu,5.62,1,1,5.62,Medium Value,One-time (1)
cjfqq27k,5.62,1,1,5.62,Medium Value,One-time (1)
l1egirmp,5.62,1,1,5.62,Medium Value,One-time (1)
x9qehuug,5.62,1,1,5.62,Medium Value,One-time (1)
es238tdq,5.62,1,1,5.62,Medium Value,One-time (1)
iam8nm3d,5.62,1,1,5.62,Medium Value,One-time (1)
wi83cr4t,5.62,1,1,5.62,Medium Value,One-time (1)
bwllsfxc,5.62,1,1,5.62,Medium Value,One-time (1)
kl24v5b9,5.62,1,1,5.62,Medium Value,One-time (1)
xba1xtnr,5.62,1,2,5.62,Medium Value,One-time (1)
6t1kg53k,5.62,1,1,5.62,Medium Value,One-time (1)
2bz7bht5,5.62,1,2,5.62,Medium Value,One-time (1)
efj31ego,5.62,1,1,5.62,Medium Value,One-time (1)
55ay9jzd,5.62,1,1,5.62,Medium Value,One-time (1)
phhzlpoy,5.62,1,1,5.62,Medium Value,One-time (1)
